y_norm,vy_norm,dist_norm,delta_gap_norm,action
0.5,0.0,1.0,-0.013333333656191826,0
0.5005833506584167,0.02916666679084301,1.0,-0.013916666619479656,0
0.5017499923706055,0.05833333358168602,1.0,-0.015083333477377892,0
0.5034999847412109,0.08749999850988388,1.0,-0.016833333298563957,0
0.5058333277702332,0.11666666716337204,1.0,-0.019166667014360428,0
0.5087500214576721,0.1458333283662796,1.0,-0.022083332762122154,0
0.5122500061988831,0.17499999701976776,1.0,-0.025583332404494286,0
0.5163333415985107,0.20416666567325592,1.0,-0.029666665941476822,0
0.5210000276565552,0.23333333432674408,1.0,-0.03433333337306976,0
0.5262500047683716,0.26249998807907104,1.0,-0.03958333283662796,0
0.5320833325386047,0.2916666567325592,1.0,-0.04541666805744171,0
0.5385000109672546,0.32083332538604736,1.0,-0.05183333158493042,0
0.5454999804496765,0.3499999940395355,1.0,-0.05883333459496498,0
0.5530833601951599,0.3791666626930237,1.0,-0.0664166659116745,0
0.5612499713897705,0.40833333134651184,1.0,-0.07458333671092987,0
0.5699999928474426,0.4375,1.0,-0.0833333358168602,0
0.5793333053588867,0.46666666865348816,1.0,-0.09266666322946548,0
0.5892500281333923,0.4958333373069763,0.9975000023841858,-0.10258333384990692,0
0.5997499823570251,0.5249999761581421,0.9900000095367432,-0.11308333277702332,0
0.6108333468437195,0.5541666746139526,0.9825000166893005,-0.12416666746139526,0
0.6225000023841858,0.5833333134651184,0.9750000238418579,-0.13583333790302277,0
0.6347500085830688,0.612500011920929,0.9674999713897705,-0.14808332920074463,0
0.6475833058357239,0.6416666507720947,0.9599999785423279,-0.16091667115688324,0
0.6610000133514404,0.6708333492279053,0.9524999856948853,-0.1743333339691162,0
0.675000011920929,0.699999988079071,0.9449999928474426,-0.18833333253860474,0
0.6895833611488342,0.7291666865348816,0.9375,-0.20291666686534882,0
0.7047500014305115,0.7583333253860474,0.9300000071525574,-0.21808333694934845,0
0.7204999923706055,0.7875000238418579,0.9225000143051147,-0.23383332788944244,0
0.7368333339691162,0.8166666626930237,0.9150000214576721,-0.250166654586792,0
0.7537500262260437,0.8458333611488342,0.9075000286102295,-0.2670833468437195,0
0.7712500095367432,0.875,0.8999999761581421,-0.28458333015441895,0
0.7893333435058594,0.9041666388511658,0.8924999833106995,-0.30266666412353516,0
0.8080000281333923,0.9333333373069763,0.8849999904632568,-0.3213333189487457,0
0.8272500038146973,0.9624999761581421,0.8774999976158142,-0.34058332443237305,0
0.847083330154419,0.9916666746139526,0.8700000047683716,-0.3604166805744171,0
0.8670833110809326,1.0,0.862500011920929,-0.3804166615009308,0
0.8870833516120911,1.0,0.8550000190734863,-0.40041667222976685,0
0.9070833325386047,1.0,0.8475000262260437,-0.4204166531562805,0
0.9270833134651184,1.0,0.8399999737739563,-0.4404166638851166,0
0.9470833539962769,1.0,0.8324999809265137,-0.46041667461395264,0
0.9670833349227905,1.0,0.824999988079071,-0.4804166555404663,0
0.9870833158493042,1.0,0.8174999952316284,-0.5004166960716248,0
0.5,0.0,1.0,0.28333333134651184,1
0.48891666531562805,-0.5541666746139526,1.0,0.2944166660308838,1
0.4778333306312561,-0.5541666746139526,1.0,0.30550000071525574,1
0.46674999594688416,-0.5541666746139526,1.0,0.3165833353996277,1
0.4556666612625122,-0.5541666746139526,1.0,0.32766667008399963,1
0.44458332657814026,-0.5541666746139526,1.0,0.3387500047683716,1
0.4334999918937683,-0.5541666746139526,1.0,0.34983333945274353,1
0.42241665720939636,-0.5541666746139526,1.0,0.3609166741371155,1
0.4113333225250244,-0.5541666746139526,1.0,0.3720000088214874,1
0.40024998784065247,-0.5541666746139526,1.0,0.3830833435058594,1
0.3891666531562805,-0.5541666746139526,1.0,0.3941666781902313,1
0.37808331847190857,-0.5541666746139526,1.0,0.40525001287460327,1
0.367000013589859,-0.5541666746139526,1.0,0.4163333475589752,1
0.35591667890548706,-0.5541666746139526,1.0,0.4274166524410248,1
0.3448333442211151,-0.5541666746139526,1.0,0.43849998712539673,1
0.33375000953674316,-0.5541666746139526,1.0,0.4495833218097687,1
0.3226666748523712,-0.5541666746139526,1.0,0.4606666564941406,1
0.31158334016799927,-0.5541666746139526,0.9975000023841858,0.4717499911785126,1
0.3005000054836273,-0.5541666746139526,0.9900000095367432,0.4828333258628845,1
0.28941667079925537,-0.5541666746139526,0.9825000166893005,0.49391666054725647,1
0.2783333361148834,-0.5541666746139526,0.9750000238418579,0.5049999952316284,1
0.2672500014305115,-0.5541666746139526,0.9674999713897705,0.5160833597183228,1
0.2561666667461395,-0.5541666746139526,0.9599999785423279,0.5271666646003723,1
0.24508333206176758,-0.5541666746139526,0.9524999856948853,0.5382500290870667,1
0.23399999737739563,-0.5541666746139526,0.9449999928474426,0.5493333339691162,1
0.22291666269302368,-0.5541666746139526,0.9375,0.5604166388511658,1
0.21183332800865173,-0.5541666746139526,0.9300000071525574,0.5715000033378601,1
0.20074999332427979,-0.5541666746139526,0.9225000143051147,0.5825833082199097,1
0.18966667354106903,-0.5541666746139526,0.9150000214576721,0.593666672706604,1
0.17858333885669708,-0.5541666746139526,0.9075000286102295,0.6047499775886536,1
0.16750000417232513,-0.5541666746139526,0.8999999761581421,0.6158333420753479,1
0.15641666948795319,-0.5541666746139526,0.8924999833106995,0.6269166469573975,1
0.14533333480358124,-0.5541666746139526,0.8849999904632568,0.6380000114440918,1
0.1342500001192093,-0.5541666746139526,0.8774999976158142,0.6490833163261414,1
0.12316666543483734,-0.5541666746139526,0.8700000047683716,0.6601666808128357,1
